status_id,code,text,is_quote,is_retweet,quoted_text,retweet_text
ID_1237343872214355968,4,"""NIGHTLY VIBES😤😤😤ITS MEDICATED MONDAY😤😤💨💨🔥🔥🚀🚀#TERPS #PPP #HITMYNOTE #STONERFAM @AmeriCannaBlunt @AATFP @NorCalStoner420 @Amznfrknaz @DollarBlazeClub @PositivePyrami1 @operator55_11 @therealChef420 @ChefJoeette @herbalinfuser @tnbnatural @PMR420 https://t.co/aSDnYtdsKg",FALSE,TRUE,NA,"""NIGHTLY VIBES😤😤😤ITS MEDICATED MONDAY😤😤💨💨🔥🔥🚀🚀#TERPS #PPP #HITMYNOTE #STONERFAM @AmeriCannaBlunt @AATFP @NorCalStoner420 @Amznfrknaz @DollarBlazeClub @PositivePyrami1 @operator55_11 @therealChef420 @ChefJoeette @herbalinfuser @tnbnatural @PMR420 https://t.co/aSDnYtdsKg"
ID_1238039330532229120,4,La #meetingindustry fa fronte comune! E noi #Terps con loro! #eventsmustgoon #uncrownthevirus https://t.co/2JpqWhLczv,TRUE,TRUE,"Update da Federcongressi&amp;eventi: il videomessaggio della Presidente @AAlbarelli.
#eventsmustgoon #concretiecompetitivi #meetingindustry

https://t.co/EzYhTzX1nC",La #meetingindustry fa fronte comune! E noi #Terps con loro! #eventsmustgoon #uncrownthevirus https://t.co/2JpqWhLczv
ID_1236806358307143680,4,"In 6 Big Ten seasons, Maryland women’s basketball has 5 regular season titles and 4 conference tournament titles",FALSE,TRUE,NA,"In 6 Big Ten seasons, Maryland women’s basketball has 5 regular season titles and 4 conference tournament titles"
ID_1236938357407485952,4,"Our terminology extraction algorithm is getting smarter! With the newest update, it will start to learn from your profile and make suggestions accordingly. The terminology lists from your preparatory documents will improve the more you use it!

#ai #interpretbank #terps https://t.co/s6e8LnH7NP",FALSE,TRUE,NA,"Our terminology extraction algorithm is getting smarter! With the newest update, it will start to learn from your profile and make suggestions accordingly. The terminology lists from your preparatory documents will improve the more you use it!

#ai #interpretbank #terps https://t.co/s6e8LnH7NP"
ID_1236001344626012160,4,"Maryland women’s basketball passes first Big Ten tournament test in 74-62 win over Purdue.

https://t.co/lUyqxFK1DE",FALSE,FALSE,NA,NA
ID_1237410515577647104,4,"After winning the Big Ten Tournament this weekend, Maryland women’s basketball has jumped to No. 4 in the AP Poll.

The Terps leapfrogged up from No. 6 and passed UConn and Louisville, who sit at 5th and 6th.",FALSE,TRUE,NA,"After winning the Big Ten Tournament this weekend, Maryland women’s basketball has jumped to No. 4 in the AP Poll.

The Terps leapfrogged up from No. 6 and passed UConn and Louisville, who sit at 5th and 6th."
ID_1237321422307024896,4,"Genau wegen dieser betroffenen Dolmetscher*innen wenden VKD und @BDUe_eV sich jetzt an die Behörden und verlangen Unterstützung auch für selbstständige und freiberufliche Dolmetscher*innen und Übersetzer*innen:

https://t.co/xhn93rsX9N",TRUE,FALSE,"My flight to Budapest for the #transELTE conference has been cancelled. So, I will record my talk today. No big issue for academics like me. My thoughts go to the #terps that rely on conferences to make a living. Hard times for them.",NA
ID_1237413508200968192,4,“Like or retweet” if you coming to the St charles Boys Basketball #Final4 This Thursday @5pm at Xfinity center(university of Maryland) 🤔🦦 Hope to see y’all there and have y’all support let’s pack the house.💚💙 @SCHS_20Twenty @schs2021 @mariiifx @StCharlesSGA @StCharles_sga https://t.co/YelGAyE4wz,FALSE,TRUE,NA,“Like or retweet” if you coming to the St charles Boys Basketball #Final4 This Thursday @5pm at Xfinity center(university of Maryland) 🤔🦦 Hope to see y’all there and have y’all support let’s pack the house.💚💙 @SCHS_20Twenty @schs2021 @mariiifx @StCharlesSGA @StCharles_sga https://t.co/YelGAyE4wz
ID_1236702049766703104,3,@theleahray @LibertyMBB_ @TerrapinHoops @MWarnerTV If we get a 13 seed I am writing the committee lol,FALSE,FALSE,NA,NA
ID_1238202703773184001,3,ONCE AGAIN ANOTHER EARLY EXIT FROM MARK TURGEON IN THE NCAA TOURNAMENT SMH,FALSE,TRUE,NA,ONCE AGAIN ANOTHER EARLY EXIT FROM MARK TURGEON IN THE NCAA TOURNAMENT SMH
ID_1233941032838074369,3,I’d be fine with firing Turgeon right now. This team is embarrassing. I’d be shocked if they make it to the second week or the tourney. What a complete joke. #terps,FALSE,FALSE,NA,NA
ID_1233971176080277506,3,@CoachNegative @CoachTurgeon @team980 @TerrapinHoops He needs to be fired https://t.co/9JEVW2BXkS,FALSE,FALSE,NA,NA
ID_1233918864368504832,3,It feels like the entirety of the hospitality staff in CP was woefully under prepared for the shit show that is this game. #terps,FALSE,FALSE,NA,NA
ID_1236719924153856004,3,#NAME?,FALSE,FALSE,NA,NA
ID_1233953162010251266,3,@DaceyTed @benjholler @TerrapinHoops I’d think that if we were 29-0 you’d still not be satisfied.,FALSE,FALSE,NA,NA
ID_1233942711780069376,3,Maryland basketball 🏀. #Shame,FALSE,FALSE,NA,NA
ID_1236706957756641280,3,Michigan cuts Maryland's lead to five and Turgeon calls a timeout. Maryland's lead hasn't been this small since the 8:12 mark of the first half.,FALSE,FALSE,NA,NA
ID_1233948928237801473,3,From watching the great Gary Williams coach to this moron Turgeon is a sight to see. @TerrapinHoops,FALSE,FALSE,NA,NA
ID_1238133842399113220,3,F U CORONA,TRUE,FALSE,"The Big Ten announced Thursday that it is canceling its tournament due to COVID-19 concerns. 

Maryland men’s basketball was scheduled to play Friday night against the winner of Penn State and Indiana. https://t.co/gXSNR4NEMe",NA
ID_1233954653777416193,3,@TerrapinHoops we all have bad nights.. hoping this was just one of those. we'll be back,FALSE,FALSE,NA,NA
ID_1238326864407642115,3,"Reed and I had to have a laugh, Maryland basketball has half the heart of a real foreskin",FALSE,FALSE,NA,NA
ID_1236989231383404544,3,"@MagicJohnson @MSU_Basketball On behalf of MN Basketball, I'd like to apologize for blowing last minute leads to both MD and WI. Sparty was the best team and deserved it on their own this year.",FALSE,FALSE,NA,NA
ID_1233972820713013248,3,"@ChuckDouglas_ @TerrapinHoops @team980  The reality: Team has played poorly the past 3 games. Cowan is tired and slumping. Turgeon needs to move him to PG, but won’t sit Ayala. Wiggs choked tonight, but is ok. Needs to tweak the formula, but won’t. I see trouble..",FALSE,FALSE,NA,NA
ID_1238137307221430273,3,"Maryland  was finna dig in they ass!!! 

#terps",TRUE,FALSE,Breaking: The Big Ten Tournament is cancelled. https://t.co/t695zGVjWw,NA
ID_1233950297233526789,3,Maryland basketball is trash and Anthony Cowan flips. #GoGreen,FALSE,FALSE,NA,NA
ID_1233955669012865025,3,#NAME?,FALSE,FALSE,NA,NA
ID_1236759277341159430,3,When I saw this I thought: How long before he whines about something? Watched it. Entire first 45 seconds he's whining. Also the last 10 seconds. On the day Maryland wins a title! #Eeyore #SadSack,TRUE,FALSE,"Mark Turgeon on the weight off his back, the emotion of this journey and the joy after ⁦@TerrapinHoops⁩ won a share of the ⁦@B1GMBBall⁩ title Sunday on ⁦@CBBonFOX⁩: https://t.co/OMEFQZSsGT",NA
ID_1236059429914775557,3,@TerpsFootball Nice but sad it’s still not the home of @TerrapinHoops.  Rivaled Cameron &amp; Phog Allen as far as best home court advantages in all of college hoops.,FALSE,FALSE,NA,NA
ID_1233922717872721921,3,FIX YOUR SHIT @TerrapinHoops,FALSE,FALSE,NA,NA
ID_1233943029884604417,3,"I love my #Terps but yall are killin me ,with all this hype and playing at home with a chance to secure a piece of the Big Ten title and they do this shit again,no sense of urgency at all,theme of the entire season",FALSE,FALSE,NA,NA
ID_1238201275130527747,3,This is devastating! Maryland was doing SO WELL this year. https://t.co/QOL4eL5ocS,TRUE,FALSE,All winter and spring NCAA Championships including NCAA Basketball tourney have been canceled.,NA
ID_1233965693298708480,3,#NAME?,FALSE,FALSE,NA,NA
ID_1233966214831116288,3,WHERE ARE ALL THE TWERP BACKERS @TerrapinHoops,FALSE,FALSE,NA,NA
ID_1236695033337831431,2,"#GamblingTwitter #MarchMadness #Terps #wolverines #ncaa #parlays 

Like i said.. soon as you join you are@making money.. subscriber joins Thursday and goes 18-5 first 3 days.. doubles his unit values https://t.co/eqt8y6pj1t",FALSE,TRUE,NA,"#GamblingTwitter #MarchMadness #Terps #wolverines #ncaa #parlays 

Like i said.. soon as you join you are@making money.. subscriber joins Thursday and goes 18-5 first 3 days.. doubles his unit values https://t.co/eqt8y6pj1t"
ID_1236784286646272000,2,Anthony Cowan Jr. and Mark Turgeon butted heads all the way to a Big Ten title https://t.co/aIa7cYuYBG,FALSE,FALSE,NA,NA
ID_1236680625924562951,2,Maryland vs Michigan Basketball Live Streaming Video 08-Mar - USA - NCAAB https://t.co/bkWmj4GQRz https://t.co/90xhdn7ito,FALSE,FALSE,NA,NA
ID_1236731024509468677,2,"Maryland coach Mark Turgeon earns a $50,000 for earning at least a share of the Big Ten regular season title.

Maryland's assistant coaches each receive a $7,500 bonus.",FALSE,TRUE,NA,"Maryland coach Mark Turgeon earns a $50,000 for earning at least a share of the Big Ten regular season title.

Maryland's assistant coaches each receive a $7,500 bonus."
ID_1235795699146596352,2,"Johns Hopkins will host its NCAA Division III 1st and 2nd round games in an empty arena, after recent coronavirus cases in Maryland. @NBC12 

https://t.co/gA8cJ6qpvb",FALSE,TRUE,NA,"Johns Hopkins will host its NCAA Division III 1st and 2nd round games in an empty arena, after recent coronavirus cases in Maryland. @NBC12 

https://t.co/gA8cJ6qpvb"
ID_1238492183256338432,2,The Big Ten Conference is walking back their initial cancellation of all spring sports through the academic year. Now suspended until April 6 and will  re-evaluate then. Statement: #Terps @WMAR2News https://t.co/vw02r2W4am,FALSE,TRUE,NA,The Big Ten Conference is walking back their initial cancellation of all spring sports through the academic year. Now suspended until April 6 and will  re-evaluate then. Statement: #Terps @WMAR2News https://t.co/vw02r2W4am
ID_1238218238074458112,2,BREAKING: The Big Ten Conference men's basketball tournament has been cancelled. The #Terps were the No. 3 seed. I would be shocked if the NCAA Tournament is still played. @WMAR2News,FALSE,TRUE,NA,BREAKING: The Big Ten Conference men's basketball tournament has been cancelled. The #Terps were the No. 3 seed. I would be shocked if the NCAA Tournament is still played. @WMAR2News
ID_1235588942038261762,2,#NAME?,FALSE,FALSE,NA,NA
ID_1236883885264437250,2,Mark Turgeon: “Anthony came back to hang a banner. He gets to hang a banner.”,FALSE,TRUE,NA,Mark Turgeon: “Anthony came back to hang a banner. He gets to hang a banner.”
ID_1236751866165370880,2,"Watch Anthony Cowan, Eric Ayala and Aaron Wiggins react following the #Terps' win over Michigan to claim a share of B1G title: https://t.co/5blYSpKu3H",FALSE,FALSE,NA,NA
ID_1236683123196407815,2,Maryland vs Michigan Basketball TV Live Streaming 08-Mar - USA - NCAAB https://t.co/s9qByxfWAv https://t.co/vDYGLc26Hz,FALSE,FALSE,NA,NA
ID_1236786774925627393,2,@TerrapinHoops @CoachTurgeon https://t.co/I6Hws57Gh5,FALSE,FALSE,NA,NA
ID_1236883200892440576,2,"“Anthony came back to hang a banner. He gets to hang a banner,"" coach Mark Turgeon said.

https://t.co/Plf3NStJgp",FALSE,TRUE,NA,"“Anthony came back to hang a banner. He gets to hang a banner,"" coach Mark Turgeon said.

https://t.co/Plf3NStJgp"
ID_1238452680491765760,2,@IndSportsCorp @BadgerMBB @IlliniMBB @MSU_Basketball @TerrapinHoops https://t.co/kIbSHULOia,FALSE,FALSE,NA,NA
ID_1233894718485884928,2,"Which teams X-Factor players will have more of an impact on the @TerrapinHoops and @MSU_Basketball game?

Watts, Brown, Henry

OR

Morsell, Wiggins, Scott

@BustingBrackets previews tonight's B1G matchup. #Terps #GoGreen https://t.co/u6DatIvrjd",FALSE,FALSE,NA,NA
ID_1236759901420085248,2,Mark Turgeon has won a regular season conference title more recently than Mike Krzyzewski,FALSE,TRUE,NA,Mark Turgeon has won a regular season conference title more recently than Mike Krzyzewski
ID_1233946971959939072,2,#Terps trail 66-53 with 8:19 left in the game. Cassius Winston has 16 points to lead the Spartans. Tillman and Hall each have 14. Jalen Smith leads Maryland with 16.,FALSE,FALSE,NA,NA
ID_1233954918312108032,2,@TerrapinHoops https://t.co/7qsWcfrGkw,FALSE,FALSE,NA,NA
ID_1233970254570614784,2,"Recaps 4-1 
NCAA Basketball 2-1 
Duke vs Uva Under 124.5  ✅✅
Dep vs But  Over 135 ❌❌
MSU vs MD Over 138  ✅✅
NBA  2-0 
Bkn vs Mia Over 218  ✅✅
Hou vs Bos under 232  ✅✅✅
#overnundergirl #gambler #handicapper #gambling #NBA #NCAAB  #sportsbettor https://t.co/1azLWRdXtO",FALSE,FALSE,NA,NA
ID_1233977041659318277,2,"Fouls called in top-15 college basketball games today:

Penn State-Iowa: 27
Seton Hall-Marquette: 29
Duke-Virginia: 34
FSU-Clemson: 35
Michigan State-Maryland: 35
Providence-Villanova: 36
San Diego State-Nevada: 38
Kansas-Kansas State: 40
Baylor-TCU: 41

Auburn-Kentucky: 46",FALSE,FALSE,NA,NA
ID_1233962181563158531,2,Turgeon: “Gotta be resilient and bounce back...play with more confidence and grit” #Terps,FALSE,FALSE,NA,NA
ID_1233965781572050944,2,@_____Chach_____ @WBrettzky @goMSUbuttboy69 @TerrapinHoops https://t.co/AHntdo1xZU,FALSE,FALSE,NA,NA
ID_1236731250557227008,2,Michigan basketball vs. Maryland Terrapins: Live updates - Detroit Free Press https://t.co/3kmYRAPnjG #basketball #basketballnews,FALSE,FALSE,NA,NA
ID_1236722304832483330,2,"Maryland’s seeding in the Big Ten Tournament will depend on what happens later today between Michigan St and Ohio St. If the Spartans win, Maryland will be the #3 seed. If Ohio St wins, Maryland will be the #2 seed. #Terps",FALSE,TRUE,NA,"Maryland’s seeding in the Big Ten Tournament will depend on what happens later today between Michigan St and Ohio St. If the Spartans win, Maryland will be the #3 seed. If Ohio St wins, Maryland will be the #2 seed. #Terps"
ID_1233936563446239232,2,@TerrapinHoops @MSU_Basketball BRESLIN &gt;&gt;&gt;,FALSE,FALSE,NA,NA
ID_1236137043979354112,2,Hotel In Maryland Cancels Reservation For Yeshiva U. Basketball Team Over Coronavirus Fears https://t.co/pkdcTUirhi,FALSE,FALSE,NA,NA
ID_1235594924847968256,2,"Four-star sophomore forward @cwiggins30 recaps Maryland visit, says #Terps fans are unlike anything he's ever seen before:
https://t.co/orCk5CyrZq",FALSE,TRUE,NA,"Four-star sophomore forward @cwiggins30 recaps Maryland visit, says #Terps fans are unlike anything he's ever seen before:
https://t.co/orCk5CyrZq"
ID_1236709448753782785,2,#Terps shooting 58.5% from the floor. They have only shot better than 50% in a game once this season (52.6 vs. Oakland),FALSE,FALSE,NA,NA
ID_1236760103103213569,2,"It all comes down to this...

No. 1 seed Maryland women’s basketball is getting set to take on No. 6 seed Ohio State in the Big Ten Tournament Championship.

Tipoff is set for 6 p.m. and will be broadcasted on ESPN2.

Follow along! @testudotimes https://t.co/Aay9z3eOIm",FALSE,TRUE,NA,"It all comes down to this...

No. 1 seed Maryland women’s basketball is getting set to take on No. 6 seed Ohio State in the Big Ten Tournament Championship.

Tipoff is set for 6 p.m. and will be broadcasted on ESPN2.

Follow along! @testudotimes https://t.co/Aay9z3eOIm"
ID_1235729390459289602,2,Maryland-Eastern Shore versus Coppin State Basketball Live Streaming Free 06-Mar - USA - NCAAB https://t.co/CKd9wwEphx https://t.co/4sj8Kp07Qq,FALSE,FALSE,NA,NA
ID_1236962768584138756,2,MM 3.9: Big Ten tournament bracket revealed for Maryland men’s basketball https://t.co/vB8oMqzRW7,FALSE,FALSE,NA,NA
ID_1233941295770558470,2,"The largest deficit Maryland's managed to overcome this year is 17 points. That came Wednesday vs Minnesota.

Michigan State has a 16-point lead tonight with 17:15 to play

https://t.co/dxe4ZVK4C0 https://t.co/tnkGPiXm64",FALSE,TRUE,NA,"The largest deficit Maryland's managed to overcome this year is 17 points. That came Wednesday vs Minnesota.

Michigan State has a 16-point lead tonight with 17:15 to play

https://t.co/dxe4ZVK4C0 https://t.co/tnkGPiXm64"
ID_1236718299012050944,2,"Maryland beats Michigan, 83-60, which means MSU will be either the 2-seed in next week’s Big Ten tournament with a win over OSU today or the 3-seed with a loss. Spartans would share third straight regular-season Big Ten title with Terps and Wisconsin with a win.",TRUE,FALSE,"Michigan State basketball vs. Ohio State: Scouting report, prediction https://t.co/TFhoQJ8rGr via @freep",NA
ID_1233921566767026178,2,@wahoowon @TerrapinHoops @AnthonyCowanJr @EA_Glo @410D_ @JalenSmith2000 ACC = 🚮,FALSE,FALSE,NA,NA
ID_1234307698113511425,2,UMD v MSU 2.0???,TRUE,FALSE,The 2020 Big Ten Women’s Basketball Tournament bracket. #B1GTourney https://t.co/0TA2kvCem2,NA
ID_1238327857832747008,2,"Ten teams have been ranked in the men’s basketball @AP_Top25 every week this season.

Auburn
Baylor
Duke
Gonzaga
Kansas
Kentucky 
Louisville
Maryland
Oregon
Villanova",FALSE,TRUE,NA,"Ten teams have been ranked in the men’s basketball @AP_Top25 every week this season.

Auburn
Baylor
Duke
Gonzaga
Kansas
Kentucky 
Louisville
Maryland
Oregon
Villanova"
ID_1236741720139800577,1,"""This is what it's all about!""

Raise that trophy @TerrapinHoops! 🏆 https://t.co/CjKEfG4RXx",FALSE,TRUE,NA,"""This is what it's all about!""

Raise that trophy @TerrapinHoops! 🏆 https://t.co/CjKEfG4RXx"
ID_1233935607744749568,1,#NAME?,FALSE,FALSE,NA,NA
ID_1236853122212990977,1,Doesn’t matter the gender. Maryland runs Big Ten Basketball,TRUE,TRUE,"YOUR BIG TEN TOURNAMENT CHAMPS!!!

🏆🏆🏆🏆

#UnitedPursuit https://t.co/AEFJqiq2TQ",Doesn’t matter the gender. Maryland runs Big Ten Basketball
ID_1236788966667542537,1,B1G shoutout to @PKaFairy for spending his 50th wedding anniversary at Xfinity Center with the Maryland basketball team🤩🤩 https://t.co/grW5uBJyTp,FALSE,FALSE,NA,NA
ID_1236750439409950723,1,Maryland basketball just keeps winning this Sunday,TRUE,FALSE,Jake Layman went up and caught a body on Derrick Favors 💀 https://t.co/Pa2VQXb3aC,NA
ID_1236720100516003840,1,"Terrapins going to Atlanta, again! #Terps #BigDancing #Truss",FALSE,FALSE,NA,NA
ID_1238152780096901122,1,@JerseyTerp @jtLOL Lol yeah. Ps - go Terps!,FALSE,FALSE,NA,NA
ID_1236732366959280130,1,Congrats to the Big 10 Regular Season Champions @TerrapinHoops &amp; Bowie native Anthony Cowan Jr.! I look forward to watching you go all the way in the Conference &amp; NCAA Tournaments. #FearTheTurtle,TRUE,FALSE,🐢 BIG TEN CHAMPIONS 🐢 https://t.co/emZ20oudWf,NA
ID_1238296041780322305,1,"Thank You, Terp Nation https://t.co/13gSYdNc6K",FALSE,TRUE,NA,"Thank You, Terp Nation https://t.co/13gSYdNc6K"
ID_1236835169610403840,1,YOUR MARYLAND TERRAPINS ARE BIG TEN BASKETBALL CHAMPIONS,FALSE,TRUE,NA,YOUR MARYLAND TERRAPINS ARE BIG TEN BASKETBALL CHAMPIONS
ID_1233926152483463168,1,Terps by a million. Let’s go.,FALSE,TRUE,NA,Terps by a million. Let’s go.
ID_1236853452384460800,1,"DeJulius shows progress in performance at Maryland

@abbyhsnyder's story from today in College Park: https://t.co/LvFot88b5q",FALSE,TRUE,NA,"DeJulius shows progress in performance at Maryland

@abbyhsnyder's story from today in College Park: https://t.co/LvFot88b5q"
ID_1236748508088107009,1,"It took three games, but No. 9 Maryland men’s basketball has finally done it.

With a 83-70 win over No. 25 Michigan, the Terps have claimed a share of the Big Ten championship and finish the regular season with a 24-7 overall record. https://t.co/FuK7NYCoRb",FALSE,TRUE,NA,"It took three games, but No. 9 Maryland men’s basketball has finally done it.

With a 83-70 win over No. 25 Michigan, the Terps have claimed a share of the Big Ten championship and finish the regular season with a 24-7 overall record. https://t.co/FuK7NYCoRb"
ID_1236676150753181699,1,"Seriously, what a huge heart! Thank you, Cowan! They have been so excited for this opportunity! It was so kind of you to share YOUR #SeniorDay with him. We are proud of you! Go, #Terps! #DreamComeTrue #AmazingAnthony 🏀 #ballislife but #KindnessCOWANts ❤️",TRUE,FALSE,When the nicest dude @AnthonyCowan on the planet let’s your son warm up on #SeniorDay for his 13th b’day. @TerrapinHoops @umterps @abgerman https://t.co/DZudcDGhZM,NA
ID_1236678848827117569,1,@TerrapinHoops @AnthonyCowanJr 🔥🔥🔥,FALSE,FALSE,NA,NA
ID_1238200663957520389,1,Can’t wait to tell my kids the #Terps didn’t lose a single game in the postseason.,TRUE,FALSE,NCAA cancels remaining winter and spring championships:  https://t.co/p4vCzvzmvo https://t.co/yqAHak4HO5,NA
ID_1238296395720929280,1,"Thank You, Terp Nation https://t.co/13gSYdNc6K",FALSE,TRUE,NA,"Thank You, Terp Nation https://t.co/13gSYdNc6K"
ID_1233913850589741057,1,Scott Van Pelt is a HUGE @TerrapinHoops fan! Great to catch up with him tonight! @notthefakeSVP https://t.co/38B5uCSdNH,FALSE,TRUE,NA,Scott Van Pelt is a HUGE @TerrapinHoops fan! Great to catch up with him tonight! @notthefakeSVP https://t.co/38B5uCSdNH
ID_1236797135095500800,1,"BIG TEN CHAMPIONS 🐢

No. 9 Maryland clinches a share of its first Big Ten regular-season title with the win over No. 25 Michigan! #FearTheTurtle https://t.co/ZmbPtzipfi",FALSE,TRUE,NA,"BIG TEN CHAMPIONS 🐢

No. 9 Maryland clinches a share of its first Big Ten regular-season title with the win over No. 25 Michigan! #FearTheTurtle https://t.co/ZmbPtzipfi"
ID_1236750980986875907,1,"Congratulations to @Aaron_Wiggins_ and the @TerrapinHoops on winning the 2019-2020 Big Ten Championship! 
#GoTrojans #GoTerps https://t.co/Xk5T6sO3kf",FALSE,TRUE,NA,"Congratulations to @Aaron_Wiggins_ and the @TerrapinHoops on winning the 2019-2020 Big Ten Championship! 
#GoTrojans #GoTerps https://t.co/Xk5T6sO3kf"
ID_1236800447702339585,1,17 straight wins and the B1G Tourney Champs! Congrats to Coach B and the program. #Terps 🐢🐢,FALSE,FALSE,NA,NA
ID_1236741635855265793,1,@marchmadness @AnthonyCowanJr @TheAndyKatz @TerrapinHoops A STUD from Maryland playing for Maryland !!! #DMV2UMD,FALSE,FALSE,NA,NA
ID_1237240820723580928,1,"🏆 @TerrapinHoops, @MSU_Basketball &amp; @BadgerMBB all added to their trophy cases over the weekend!

See who has the most regular season titles in @bigten history 👇 https://t.co/PHt3iG0dsu",FALSE,TRUE,NA,"🏆 @TerrapinHoops, @MSU_Basketball &amp; @BadgerMBB all added to their trophy cases over the weekend!

See who has the most regular season titles in @bigten history 👇 https://t.co/PHt3iG0dsu"
ID_1237260500288909312,1,"🏆 @TerrapinHoops, @MSU_Basketball &amp; @BadgerMBB all added to their trophy cases over the weekend!

See who has the most regular season titles in @bigten history 👇 https://t.co/PHt3iG0dsu",FALSE,TRUE,NA,"🏆 @TerrapinHoops, @MSU_Basketball &amp; @BadgerMBB all added to their trophy cases over the weekend!

See who has the most regular season titles in @bigten history 👇 https://t.co/PHt3iG0dsu"
ID_1233950463864778752,1,"In College Park tonight supporting @TerrapinHoops. Come find me at Xfinity Center, sec 209 signing copies of the #CapitalOfBasketball with the great @GaryWilliams02 #FTT @espn @notthefakeSVP https://t.co/zTYv0J3NnS https://t.co/3tYOamdo8u",FALSE,TRUE,NA,"In College Park tonight supporting @TerrapinHoops. Come find me at Xfinity Center, sec 209 signing copies of the #CapitalOfBasketball with the great @GaryWilliams02 #FTT @espn @notthefakeSVP https://t.co/zTYv0J3NnS https://t.co/3tYOamdo8u"
ID_1236729431592505348,1,Idk why basketball was on in the nail salon but shout to Maryland for the big win,FALSE,FALSE,NA,NA
